,SEARCHVAL,BLK_NO,ROAD_NAME,BUILDING,ADDRESS,POSTAL,X,Y,LATITUDE,LONGITUDE,Name
0,BUKIT PANJANG GOVERNMENT HIGH SCHOOL,7,CHOA CHU KANG AVENUE 4,BUKIT PANJANG GOVERNMENT HIGH SCHOOL,7 CHOA CHU KANG AVENUE 4 BUKIT PANJANG GOVERNMENT HIGH SCHOOL SINGAPORE 689809,689809,17432.4458359294,40467.0724023171,1.38224243360043,103.738361221869,Bukit Panjang Government High School
1,HWA CHONG INSTITUTION (AUDITORIUM),661,BUKIT TIMAH ROAD,HWA CHONG INSTITUTION (AUDITORIUM),661 BUKIT TIMAH ROAD HWA CHONG INSTITUTION (AUDITORIUM) SINGAPORE 269734,269734,24929.7337209778,34205.2982177679,1.32561493280909,103.805730574839,Hwa Chong Institution
2,HWA CHONG INSTITUTION (SCIENCE RESEARCH CENTRE),661,BUKIT TIMAH ROAD,HWA CHONG INSTITUTION (SCIENCE RESEARCH CENTRE),661 BUKIT TIMAH ROAD HWA CHONG INSTITUTION (SCIENCE RESEARCH CENTRE) SINGAPORE 269734,269734,24794.2409987506,34152.7572960891,1.32513975740581,103.804513104992,Hwa Chong Institution
3,HWA CHONG INSTITUTION,661,BUKIT TIMAH ROAD,HWA CHONG INSTITUTION,661 BUKIT TIMAH ROAD HWA CHONG INSTITUTION SINGAPORE 269734,269734,24926.8156149359,34131.5293299966,1.3249477928719,103.805704361472,Hwa Chong Institution
4,HWA CHONG INSTITUTION (ONG TENG CHEONG SALT CENTRE),661,BUKIT TIMAH ROAD,HWA CHONG INSTITUTION (ONG TENG CHEONG SALT CENTRE),661 BUKIT TIMAH ROAD HWA CHONG INSTITUTION (ONG TENG CHEONG SALT CENTRE) SINGAPORE 269734,269734,24448.348166584,34416.4159513339,1.32752415425611,103.80140504104,Hwa Chong Institution
5,HWA CHONG INSTITUTION,673,BUKIT TIMAH ROAD,HWA CHONG INSTITUTION,673 BUKIT TIMAH ROAD HWA CHONG INSTITUTION SINGAPORE 269735,269735,24375.1352411378,34235.5739198215,1.32588867455552,103.800747204253,Hwa Chong Institution
6,HWA CHONG INSTITUTION BOARDING SCHOOL,673,BUKIT TIMAH ROAD,HWA CHONG INSTITUTION BOARDING SCHOOL,673 BUKIT TIMAH ROAD HWA CHONG INSTITUTION BOARDING SCHOOL SINGAPORE 269735,269735,24378.6821040055,34179.150887087,1.32537840511668,103.8007790814,Hwa Chong Institution
7,KRANJI SECONDARY SCHOOL,61,CHOA CHU KANG STREET 51,KRANJI SECONDARY SCHOOL,61 CHOA CHU KANG STREET 51 KRANJI SECONDARY SCHOOL SINGAPORE 689333,689333,17747.3609606959,41330.5036858637,1.39005109871311,103.741190664845,Kranji Secondary School
8,SENGKANG SECONDARY SCHOOL,10,COMPASSVALE LANE,SENGKANG SECONDARY SCHOOL,10 COMPASSVALE LANE SENGKANG SECONDARY SCHOOL SINGAPORE 545090,545090,35238.8912931653,40940.0948522743,1.38652129134849,103.898365549236,Sengkang Secondary School
9,BOWEN SECONDARY SCHOOL,2,LORONG NAPIRI,BOWEN SECONDARY SCHOOL,2 LORONG NAPIRI BOWEN SECONDARY SCHOOL SINGAPORE 547529,547529,32934.6156324307,39153.0014795549,1.37035994436209,103.877659577677,Bowen Secondary School
10,GREENDALE SECONDARY SCHOOL,51,EDGEDALE PLAINS,GREENDALE SECONDARY SCHOOL,51 EDGEDALE PLAINS GREENDALE SECONDARY SCHOOL SINGAPORE 828866,828866,36722.8223570501,42094.4224047884,1.39696019936894,103.91170014084,Greendale Secondary School
11,QUEENSWAY SECONDARY SCHOOL,2A,MARGARET DRIVE,QUEENSWAY SECONDARY SCHOOL,2A MARGARET DRIVE QUEENSWAY SECONDARY SCHOOL SINGAPORE 149295,149295,24537.5928928228,31397.561654076,1.30022271592188,103.802207291625,Queensway Secondary School
12,QUEENSTOWN SECONDARY SCHOOL,1,STRATHMORE ROAD,QUEENSTOWN SECONDARY SCHOOL,1 STRATHMORE ROAD QUEENSTOWN SECONDARY SCHOOL SINGAPORE 148800,148800,25759.9730125098,30656.5376077667,1.29352126774652,103.813190980055,Queenstown Secondary School
13,BLANGAH RISE PRIMARY SCHOOL,91,TELOK BLANGAH HEIGHTS,BLANGAH RISE PRIMARY SCHOOL,91 TELOK BLANGAH HEIGHTS BLANGAH RISE PRIMARY SCHOOL SINGAPORE 109100,109100,25252.1938973861,28732.4526119996,1.27612047924037,103.808628535239,Blangah Rise Primary School
14,SHG STUDENT CARE (BLANGAH RISE PRIMARY SCHOOL),91,TELOK BLANGAH HEIGHTS,SHG STUDENT CARE (BLANGAH RISE PRIMARY SCHOOL),91 TELOK BLANGAH HEIGHTS SHG STUDENT CARE (BLANGAH RISE PRIMARY SCHOOL) SINGAPORE 109100,109100,25250.4834536267,28735.1893522833,1.27614522920998,103.80861316604,Blangah Rise Primary School
15,HOLY INNOCENTS' PRIMARY SCHOOL,5,LORONG LOW KOON,HOLY INNOCENTS' PRIMARY SCHOOL,5 LORONG LOW KOON HOLY INNOCENTS' PRIMARY SCHOOL SINGAPORE 536451,536451,34765.9036816582,38774.6943912152,1.36693830877349,103.894114899795,Holy Innocents' Primary School
16,JURONG WEST PRIMARY SCHOOL,30,JURONG WEST STREET 61,JURONG WEST PRIMARY SCHOOL,30 JURONG WEST STREET 61 JURONG WEST PRIMARY SCHOOL SINGAPORE 648368,648368,13029.9245329089,35705.1165225543,1.33917519796104,103.698803732244,Jurong West Primary School
17,JURONG WEST SECONDARY SCHOOL,61,JURONG WEST STREET 65,JURONG WEST SECONDARY SCHOOL,61 JURONG WEST STREET 65 JURONG WEST SECONDARY SCHOOL SINGAPORE 648348,648348,13396.6197330486,35271.7690127064,1.33525634688323,103.702098904443,Jurong West Secondary School
18,KEMING PRIMARY SCHOOL,90,BUKIT BATOK EAST AVENUE 6,KEMING PRIMARY SCHOOL,90 BUKIT BATOK EAST AVENUE 6 KEMING PRIMARY SCHOOL SINGAPORE 659762,659762,19445.3031655131,36407.3561431039,1.34552849960874,103.756449399351,Keming Primary School
19,KNOWLEDGE PARK EDUCARE PTE LTD (KEMING PRIMARY SCHOOL),90,BUKIT BATOK EAST AVENUE 6,KNOWLEDGE PARK EDUCARE PTE LTD (KEMING PRIMARY SCHOOL),90 BUKIT BATOK EAST AVENUE 6 KNOWLEDGE PARK EDUCARE PTE LTD (KEMING PRIMARY SCHOOL) SINGAPORE 659762,659762,19386.7443935787,36355.9404942542,1.34506349843091,103.75592322797,Keming Primary School
20,MORNING STAR COMMUNITY SERVICES (ST JOSEPH'S INSTITUTION JUNIOR),3,ESSEX ROAD,MORNING STAR COMMUNITY SERVICES (ST JOSEPH'S INSTITUTION JUNIOR),3 ESSEX ROAD MORNING STAR COMMUNITY SERVICES (ST JOSEPH'S INSTITUTION JUNIOR) SINGAPORE 309331,309331,29370.5121512143,33342.7815418858,1.31781476118551,103.845633334522,St. Joseph's Institution
21,SAINT JOSEPH'S INSTITUTION JUNIOR,3,ESSEX ROAD,SAINT JOSEPH'S INSTITUTION JUNIOR,3 ESSEX ROAD SAINT JOSEPH'S INSTITUTION JUNIOR SINGAPORE 309331,309331,29368.130666255,33333.2553599048,1.31772860986913,103.845611935235,St. Joseph's Institution
22,FORMER SAINT JOSEPH'S INSTITUTION,71,BRAS BASAH ROAD,FORMER SAINT JOSEPH'S INSTITUTION,71 BRAS BASAH ROAD FORMER SAINT JOSEPH'S INSTITUTION SINGAPORE 189555,189555,29970.4099678984,31069.6797856204,1.29725759853987,103.851023580389,St. Joseph's Institution
23,SAINT JOSEPH'S INSTITUTION INTERNATIONAL,500,THOMSON ROAD,SAINT JOSEPH'S INSTITUTION INTERNATIONAL,500 THOMSON ROAD SAINT JOSEPH'S INSTITUTION INTERNATIONAL SINGAPORE 298133,298133,28721.6545996116,34969.6175334584,1.3325273123293,103.839803054458,St. Joseph's Institution
24,SAINT JOSEPH'S INSTITUTION INTERNATIONAL,490,THOMSON ROAD,SAINT JOSEPH'S INSTITUTION INTERNATIONAL,490 THOMSON ROAD SAINT JOSEPH'S INSTITUTION INTERNATIONAL SINGAPORE 298191,298191,28877.4865291258,34997.5215271115,1.33277966205662,103.841203293423,St. Joseph's Institution
25,SAINT JOSEPH'S INSTITUTION INTERNATIONAL ELEMENTARY SCHOOL,490,THOMSON ROAD,SAINT JOSEPH'S INSTITUTION INTERNATIONAL ELEMENTARY SCHOOL,490 THOMSON ROAD SAINT JOSEPH'S INSTITUTION INTERNATIONAL ELEMENTARY SCHOOL SINGAPORE 298191,298191,28848.9835623428,35078.1973871589,1.33350926674817,103.840947180336,St. Joseph's Institution
26,SAINT JOSEPH'S INSTITUTION,38,MALCOLM ROAD,SAINT JOSEPH'S INSTITUTION,38 MALCOLM ROAD SAINT JOSEPH'S INSTITUTION SINGAPORE 308274,308274,27463.6263318341,33988.3560766336,1.32365313490152,103.828498974985,St. Joseph's Institution
27,CHIJ SECONDARY (TOA PAYOH),626,LORONG 1 TOA PAYOH,CHIJ SECONDARY (TOA PAYOH),626 LORONG 1 TOA PAYOH CHIJ SECONDARY (TOA PAYOH) SINGAPORE 319764,319764,29107.6704288498,34962.2641689572,1.33246079948303,103.843271625083,CHIJ Secondary (Toa Payoh)
28,ANGLO-CHINESE SCHOOL (PRIMARY),50,BARKER ROAD,ANGLO-CHINESE SCHOOL (PRIMARY),50 BARKER ROAD ANGLO-CHINESE SCHOOL (PRIMARY) SINGAPORE 309918,309918,28254.9829477305,33404.2340238672,1.31837054523521,103.835609732354,Anglo-Chinese School (Primary)
29,COMPASSVALE PRIMARY SCHOOL,21,COMPASSVALE STREET,COMPASSVALE PRIMARY SCHOOL,21 COMPASSVALE STREET COMPASSVALE PRIMARY SCHOOL SINGAPORE 545091,545091,35177.2900137762,41816.2900234833,1.39444529636566,103.897812229905,Compassvale Primary School
30,SERANGOON GARDEN SECONDARY SCHOOL,21,SERANGOON NORTH AVENUE 1,SERANGOON GARDEN SECONDARY SCHOOL,21 SERANGOON NORTH AVENUE 1 SERANGOON GARDEN SECONDARY SCHOOL SINGAPORE 555889,555889,32000.9924708903,39038.6248832196,1.36932570490947,103.869270301476,Serangoon Garden Secondary School
31,NORTHLAND SECONDARY SCHOOL,3,YISHUN STREET 22,NORTHLAND SECONDARY SCHOOL,3 YISHUN STREET 22 NORTHLAND SECONDARY SCHOOL SINGAPORE 768578,768578,28755.1906477995,46389.1900489908,1.43580183362637,103.840104687784,Northland Secondary School
32,CHUA CHU KANG SECONDARY SCHOOL (CAMPUS 2),3,TECK WHYE CRESCENT,CHUA CHU KANG SECONDARY SCHOOL (CAMPUS 2),3 TECK WHYE CRESCENT CHUA CHU KANG SECONDARY SCHOOL (CAMPUS 2) SINGAPORE 688845,688845,18936.729485549,40571.8260801956,1.38319029263484,103.751878290333,Chua Chu Kang Secondary School
33,CHUA CHU KANG SECONDARY SCHOOL,31,TECK WHYE CRESCENT,CHUA CHU KANG SECONDARY SCHOOL,31 TECK WHYE CRESCENT CHUA CHU KANG SECONDARY SCHOOL SINGAPORE 688848,688848,19295.6301955935,40587.7294842005,1.38333422637073,103.75510327583,Chua Chu Kang Secondary School
34,THE LEARNING HARBOUR @ ADMIRALTY PRIMARY SCHOOL,11,WOODLANDS CIRCLE,THE LEARNING HARBOUR @ ADMIRALTY PRIMARY SCHOOL,11 WOODLANDS CIRCLE THE LEARNING HARBOUR @ ADMIRALTY PRIMARY SCHOOL SINGAPORE 738907,738907,24315.9398124339,47135.3542042952,1.44254963931583,103.800213682734,Admiralty Primary School
35,ADMIRALTY PRIMARY SCHOOL,11,WOODLANDS CIRCLE,ADMIRALTY PRIMARY SCHOOL,11 WOODLANDS CIRCLE ADMIRALTY PRIMARY SCHOOL SINGAPORE 738907,738907,24296.6250855923,47144.7700594738,1.4426347903311,103.800040119743,Admiralty Primary School
36,ZHENGHUA SECONDARY SCHOOL,62,BUKIT PANJANG RING ROAD,ZHENGHUA SECONDARY SCHOOL,62 BUKIT PANJANG RING ROAD ZHENGHUA SECONDARY SCHOOL SINGAPORE 679962,679962,20453.8539943136,41144.0638934448,1.38836583415352,103.765510638527,Zhenghua Secondary School
37,RIVER VALLEY HIGH SCHOOL,6,BOON LAY AVENUE,RIVER VALLEY HIGH SCHOOL,6 BOON LAY AVENUE RIVER VALLEY HIGH SCHOOL SINGAPORE 649961,649961,14167.1561531294,36247.1858126801,1.34407801149725,103.709022156436,River Valley High School
38,GREENRIDGE PRIMARY SCHOOL,11,JELAPANG ROAD,GREENRIDGE PRIMARY SCHOOL,11 JELAPANG ROAD GREENRIDGE PRIMARY SCHOOL SINGAPORE 677744,677744,20708.0073222192,40870.2050487585,1.3858892193692,103.767794469258,Greenridge Primary School
39,FERNVALE PRIMARY SCHOOL,1,FERNVALE LANE,FERNVALE PRIMARY SCHOOL,1 FERNVALE LANE FERNVALE PRIMARY SCHOOL SINGAPORE 797701,797701,32576.8849010281,41358.1178030372,1.39030227963797,103.874445458032,Fernvale Primary School
40,CHIJ OUR LADY QUEEN OF PEACE,4,CHESTNUT DRIVE,CHIJ OUR LADY QUEEN OF PEACE,4 CHESTNUT DRIVE CHIJ OUR LADY QUEEN OF PEACE SINGAPORE 679287,679287,20665.4072236279,38737.7066427004,1.366603668561,103.767412204602,CHIJ Our Lady Queen of Peace
41,CHIJ OUR LADY QUEEN OF PEACE,4A,CHESTNUT DRIVE,CHIJ OUR LADY QUEEN OF PEACE,4A CHESTNUT DRIVE CHIJ OUR LADY QUEEN OF PEACE SINGAPORE 679330,679330,20813.0919199651,38721.8321143519,1.36646014136363,103.768739256709,CHIJ Our Lady Queen of Peace
42,ADMIRALTY SECONDARY SCHOOL,31,WOODLANDS CRESCENT,ADMIRALTY SECONDARY SCHOOL,31 WOODLANDS CRESCENT ADMIRALTY SECONDARY SCHOOL SINGAPORE 737916,737916,24559.0472937012,47504.7873554379,1.44589068910993,103.802398196596,Admiralty Secondary School
43,DEYI SECONDARY SCHOOL,1,ANG MO KIO STREET 42,DEYI SECONDARY SCHOOL,1 ANG MO KIO STREET 42 DEYI SECONDARY SCHOOL SINGAPORE 569277,569277,30139.7572483057,38670.5350554623,1.36599702567717,103.852545772422,Deyi Secondary School
44,WOODLANDS RING SECONDARY SCHOOL,10,WOODLANDS RING ROAD,WOODLANDS RING SECONDARY SCHOOL,10 WOODLANDS RING ROAD WOODLANDS RING SECONDARY SCHOOL SINGAPORE 738239,738239,24308.6728630271,46465.1933193207,1.43648894729939,103.800148469692,Woodlands Ring Secondary School
45,SAINT ANTHONY'S CANOSSIAN SECONDARY SCHOOL,1600,BEDOK NORTH AVENUE 4,SAINT ANTHONY'S CANOSSIAN SECONDARY SCHOOL,1600 BEDOK NORTH AVENUE 4 SAINT ANTHONY'S CANOSSIAN SECONDARY SCHOOL SINGAPORE 469700,469700,40092.566337103,35206.0519231595,1.33466313498855,103.941977166932,St. Anthony's Canossian Secondary School
46,NAN HUA PRIMARY SCHOOL,30,JALAN LEMPENG,NAN HUA PRIMARY SCHOOL,30 JALAN LEMPENG NAN HUA PRIMARY SCHOOL SINGAPORE 128806,128806,19962.2298404071,33496.2443055101,1.31920159956387,103.761095065761,Nan Hua Primary School
47,ANDERSON PRIMARY SCHOOL,19,ANG MO KIO AVENUE 9,ANDERSON PRIMARY SCHOOL,19 ANG MO KIO AVENUE 9 ANDERSON PRIMARY SCHOOL SINGAPORE 569785,569785,28898.4776482461,40690.4297215287,1.38426429436736,103.841392081119,Anderson Primary School
48,BENDEMEER SECONDARY SCHOOL,1,SAINT WILFRED ROAD,BENDEMEER SECONDARY SCHOOL,1 SAINT WILFRED ROAD BENDEMEER SECONDARY SCHOOL SINGAPORE 327919,327919,31077.3568056701,34094.3010115474,1.32461111307996,103.860970284401,Bendemeer Secondary School
49,BENDEMEER SECONDARY SCHOOL,1,ST. WILFRED ROAD,BENDEMEER SECONDARY SCHOOL,1 ST. WILFRED ROAD BENDEMEER SECONDARY SCHOOL SINGAPORE 327919,327919,31039.95977348,34055.332526179,1.32425869967174,103.860634248131,Bendemeer Secondary School
50,JURONGVILLE SECONDARY SCHOOL,202,JURONG EAST AVENUE 1,JURONGVILLE SECONDARY SCHOOL,202 JURONG EAST AVENUE 1 JURONGVILLE SECONDARY SCHOOL SINGAPORE 609790,609790,16380.2394942129,37044.3966198433,1.35128862770284,103.728907710089,Jurongville Secondary School
51,WELLINGTON PRIMARY SCHOOL,10,WELLINGTON CIRCLE,WELLINGTON PRIMARY SCHOOL,10 WELLINGTON CIRCLE WELLINGTON PRIMARY SCHOOL SINGAPORE 757702,757702,26774.2225156762,48171.4790451899,1.45192019155475,103.822303719094,Wellington Primary School
52,NORTHLAND PRIMARY SCHOOL,15,YISHUN AVENUE 4,NORTHLAND PRIMARY SCHOOL,15 YISHUN AVENUE 4 NORTHLAND PRIMARY SCHOOL SINGAPORE 769026,769026,28846.8654693784,44749.1496797893,1.42096989918951,103.840928424929,Northland Primary School
53,MAYFLOWER SECONDARY SCHOOL,2,ANG MO KIO STREET 21,MAYFLOWER SECONDARY SCHOOL,2 ANG MO KIO STREET 21 MAYFLOWER SECONDARY SCHOOL SINGAPORE 569384,569384,28227.2664945051,38922.1548925955,1.36827266209722,103.835360726863,Mayflower Secondary School
54,HENRY PARK PRIMARY SCHOOL,1,HOLLAND GROVE ROAD,HENRY PARK PRIMARY SCHOOL,1 HOLLAND GROVE ROAD HENRY PARK PRIMARY SCHOOL SINGAPORE 278790,278790,22544.2873791968,33216.9645254761,1.31667646178347,103.784296227747,Henry Park Primary School
55,BROADRICK SECONDARY SCHOOL,61,DAKOTA CRESCENT,BROADRICK SECONDARY SCHOOL,61 DAKOTA CRESCENT BROADRICK SECONDARY SCHOOL SINGAPORE 399935,399935,33965.1104164785,32152.5974159427,1.30705061123433,103.886917922608,Broadrick Secondary School
56,WESTWOOD SECONDARY SCHOOL,11,JURONG WEST STREET 25,WESTWOOD SECONDARY SCHOOL,11 JURONG WEST STREET 25 WESTWOOD SECONDARY SCHOOL SINGAPORE 648350,648350,13360.360080882,37315.2708597258,1.35373698510994,103.701772102139,Westwood Secondary School
57,YIO CHU KANG SECONDARY SCHOOL,3063,ANG MO KIO AVENUE 5,YIO CHU KANG SECONDARY SCHOOL,3063 ANG MO KIO AVENUE 5 YIO CHU KANG SECONDARY SCHOOL SINGAPORE 569868,569868,28981.3761166064,39995.0998579115,1.37797597740925,103.84213696352,Yio Chu Kang Secondary School
58,BUKIT BATOK SECONDARY SCHOOL,50,BUKIT BATOK WEST AVENUE 8,BUKIT BATOK SECONDARY SCHOOL,50 BUKIT BATOK WEST AVENUE 8 BUKIT BATOK SECONDARY SCHOOL SINGAPORE 658962,658962,17711.9101901269,36735.00712738,1.34849111079052,103.74087370482,Bukit Batok Secondary School
59,SERANGOON GARDEN SECONDARY SCHOOL,21,SERANGOON NORTH AVENUE 1,SERANGOON GARDEN SECONDARY SCHOOL,21 SERANGOON NORTH AVENUE 1 SERANGOON GARDEN SECONDARY SCHOOL SINGAPORE 555889,555889,32000.9924708903,39038.6248832196,1.36932570490947,103.869270301476,Serangoon Secondary School
60,SERANGOON SECONDARY SCHOOL,11,UPPER SERANGOON VIEW,SERANGOON SECONDARY SCHOOL,11 UPPER SERANGOON VIEW SERANGOON SECONDARY SCHOOL SINGAPORE 534237,534237,35658.8371386668,39628.0344803315,1.37465538827443,103.902138740699,Serangoon Secondary School
61,CHUA CHU KANG PRIMARY SCHOOL,20,CHOA CHU KANG AVENUE 2,CHUA CHU KANG PRIMARY SCHOOL,20 CHOA CHU KANG AVENUE 2 CHUA CHU KANG PRIMARY SCHOOL SINGAPORE 689905,689905,17818.7829598142,39971.2903354876,1.37775890093367,103.741832917421,Chua Chu Kang Primary School
62,SAINT STEPHEN'S SCHOOL,20,SIGLAP VIEW,SAINT STEPHEN'S SCHOOL,20 SIGLAP VIEW SAINT STEPHEN'S SCHOOL SINGAPORE 455789,455789,37341.652827817,33450.7695051655,1.31878997295135,103.917258129598,St. Stephen's School
63,LOYANG VIEW SECONDARY SCHOOL,12,PASIR RIS STREET 11,LOYANG VIEW SECONDARY SCHOOL,12 PASIR RIS STREET 11 LOYANG VIEW SECONDARY SCHOOL SINGAPORE 519073,519073,41758.1067258865,38735.8040275108,1.36658417167238,103.956944585725,Loyang View Secondary School
64,PEICAI SECONDARY SCHOOL,10,SERANGOON AVENUE 4,PEICAI SECONDARY SCHOOL,10 SERANGOON AVENUE 4 PEICAI SECONDARY SCHOOL SINGAPORE 556094,556094,32083.411887873,37953.9001634661,1.35951583222214,103.870010749055,Peicai Secondary School
65,METHODIST CENTRE (ANGLO-CHINESE SCHOOL (BARKER ROAD)),48,BARKER ROAD,METHODIST CENTRE (ANGLO-CHINESE SCHOOL (BARKER ROAD)),48 BARKER ROAD METHODIST CENTRE (ANGLO-CHINESE SCHOOL (BARKER ROAD)) SINGAPORE 309917,309917,28165.168426699,33483.7083660327,1.31908928371585,103.834802703002,Anglo-Chinese School (Barker Road)
66,ANGLO-CHINESE SCHOOL (BARKER ROAD),60,BARKER ROAD,ANGLO-CHINESE SCHOOL (BARKER ROAD),60 BARKER ROAD ANGLO-CHINESE SCHOOL (BARKER ROAD) SINGAPORE 309919,309919,28273.1184036592,33542.0043816008,1.31961649151328,103.835772689988,Anglo-Chinese School (Barker Road)
67,METHODIST CENTRE (ANGLO-CHINESE SCHOOL (BARKER ROAD)),70,BARKER ROAD,METHODIST CENTRE (ANGLO-CHINESE SCHOOL (BARKER ROAD)),70 BARKER ROAD METHODIST CENTRE (ANGLO-CHINESE SCHOOL (BARKER ROAD)) SINGAPORE 309936,309936,28133.2650638213,33491.269035954,1.3191576598967,103.83451603479,Anglo-Chinese School (Barker Road)
68,RAFFLES GIRLS' SCHOOL (SECONDARY),2,BRADDELL RISE,RAFFLES GIRLS' SCHOOL (SECONDARY),2 BRADDELL RISE RAFFLES GIRLS' SCHOOL (SECONDARY) SINGAPORE 318871,318871,29092.3551620366,36036.388495991,1.34217479932295,103.84313404727,Raffles Girls' School (Secondary)
69,PUNGGOL GREEN PRIMARY SCHOOL,98,PUNGGOL WALK,PUNGGOL GREEN PRIMARY SCHOOL,98 PUNGGOL WALK PUNGGOL GREEN PRIMARY SCHOOL SINGAPORE 828772,828772,35287.340952022,42637.5237120874,1.40187220643293,103.898801330302,Punggol Green Primary School
70,LEARNING LEAP PTE LTD (PUNGGOL GREEN PRIMARY SCHOOL),98,PUNGGOL WALK,LEARNING LEAP PTE LTD (PUNGGOL GREEN PRIMARY SCHOOL),98 PUNGGOL WALK LEARNING LEAP PTE LTD (PUNGGOL GREEN PRIMARY SCHOOL) SINGAPORE 828772,828772,35286.5548319491,42621.3463525623,1.40172590450528,103.898794262307,Punggol Green Primary School
71,COMMIT LEARNING SCHOOLHOUSE @ CHIJ OUR LADY OF THE NATIVITY,1257,UPPER SERANGOON ROAD,COMMIT LEARNING SCHOOLHOUSE @ CHIJ OUR LADY OF THE NATIVITY,1257 UPPER SERANGOON ROAD COMMIT LEARNING SCHOOLHOUSE @ CHIJ OUR LADY OF THE NATIVITY SINGAPORE 534793,534793,35172.5371230971,39508.4571482297,1.37357409699145,103.897768958127,CHIJ Our Lady of the Nativity
72,CHIJ OUR LADY OF THE NATIVITY,1257,UPPER SERANGOON ROAD,CHIJ OUR LADY OF THE NATIVITY,1257 UPPER SERANGOON ROAD CHIJ OUR LADY OF THE NATIVITY SINGAPORE 534793,534793,35151.0338091562,39478.4768616967,1.37330297140128,103.897575728303,CHIJ Our Lady of the Nativity
73,XINMIN PRIMARY SCHOOL,9,HOUGANG AVENUE 8,XINMIN PRIMARY SCHOOL,9 HOUGANG AVENUE 8 XINMIN PRIMARY SCHOOL SINGAPORE 538784,538784,33537.9261037428,39267.5186706744,1.37139548941931,103.883080767491,Xinmin Primary School
74,COMMIT LEARNING SCHOOLHOUSE @ PEIYING PRIMARY SCHOOL,651,YISHUN RING ROAD,COMMIT LEARNING SCHOOLHOUSE @ PEIYING PRIMARY SCHOOL,651 YISHUN RING ROAD COMMIT LEARNING SCHOOLHOUSE @ PEIYING PRIMARY SCHOOL SINGAPORE 768687,768687,27646.6270154091,44356.206750067,1.41741627551251,103.830143209875,Peiying Primary School
75,PEIYING PRIMARY SCHOOL,651,YISHUN RING ROAD,PEIYING PRIMARY SCHOOL,651 YISHUN RING ROAD PEIYING PRIMARY SCHOOL SINGAPORE 768687,768687,27677.1059972411,44335.9849220216,1.41723339695904,103.830417090698,Peiying Primary School
76,DUNMAN HIGH SCHOOL,10,TANJONG RHU ROAD,DUNMAN HIGH SCHOOL,10 TANJONG RHU ROAD DUNMAN HIGH SCHOOL SINGAPORE 436895,436895,33522.593402571,31368.7836118564,1.29996216014962,103.88294155989,Dunman High School
77,DUNMAN HIGH SCHOOL HOSTEL,61,KAMPONG ARANG ROAD,DUNMAN HIGH SCHOOL HOSTEL,61 KAMPONG ARANG ROAD DUNMAN HIGH SCHOOL HOSTEL SINGAPORE 438181,438181,33469.6316953814,31338.2193651143,1.29968575732487,103.882465669954,Dunman High School
78,DUNEARN SECONDARY SCHOOL,21,BUKIT BATOK WEST AVENUE 2,DUNEARN SECONDARY SCHOOL,21 BUKIT BATOK WEST AVENUE 2 DUNEARN SECONDARY SCHOOL SINGAPORE 659204,659204,18140.1430463539,38403.3358936273,1.36357900792871,103.74472109107,Dunearn Secondary School
79,WESTWOOD PRIMARY SCHOOL,1,JURONG WEST STREET 73,WESTWOOD PRIMARY SCHOOL,1 JURONG WEST STREET 73 WESTWOOD PRIMARY SCHOOL SINGAPORE 649188,649188,13222.5567915821,36590.7433790993,1.34718456606375,103.70053420978,Westwood Primary School
80,TELOK KURAU PRIMARY SCHOOL,50,BEDOK RESERVOIR ROAD,TELOK KURAU PRIMARY SCHOOL,50 BEDOK RESERVOIR ROAD TELOK KURAU PRIMARY SCHOOL SINGAPORE 479239,479239,36637.797290422,34805.9404149763,1.33104585441349,103.910934011337,Telok Kurau Primary School
81,COMMIT LEARNING SCHOOLHOUSE @ WOODLANDS PRIMARY SCHOOL,10,WOODLANDS DRIVE 50,COMMIT LEARNING SCHOOLHOUSE @ WOODLANDS PRIMARY SCHOOL,10 WOODLANDS DRIVE 50 COMMIT LEARNING SCHOOLHOUSE @ WOODLANDS PRIMARY SCHOOL SINGAPORE 738853,738853,23378.645416881,46475.5760247037,1.43658270720199,103.791791282236,Woodlands Primary School
82,WOODLANDS PRIMARY SCHOOL,10,WOODLANDS DRIVE 50,WOODLANDS PRIMARY SCHOOL,10 WOODLANDS DRIVE 50 WOODLANDS PRIMARY SCHOOL SINGAPORE 738853,738853,23354.0808293354,46472.0799515136,1.43655108594232,103.791570546509,Woodlands Primary School
83,WOODLANDS RING PRIMARY SCHOOL,11,WOODLANDS RING ROAD,WOODLANDS RING PRIMARY SCHOOL,11 WOODLANDS RING ROAD WOODLANDS RING PRIMARY SCHOOL SINGAPORE 738240,738240,24006.7839585366,46295.2823582534,1.43495229315857,103.797435733144,Woodlands Primary School
84,TANJONG KATONG GIRLS' SCHOOL,20,DUNMAN LANE,TANJONG KATONG GIRLS' SCHOOL,20 DUNMAN LANE TANJONG KATONG GIRLS' SCHOOL SINGAPORE 439272,439272,34955.8368231514,32281.1232958212,1.30821274627283,103.895820094229,Tanjong Katong Girls' School
85,ASSUMPTION ENGLISH SCHOOL,622,UPPER BUKIT TIMAH ROAD,ASSUMPTION ENGLISH SCHOOL,622 UPPER BUKIT TIMAH ROAD ASSUMPTION ENGLISH SCHOOL SINGAPORE 678117,678117,20584.7646280937,38934.3043401875,1.36838160662857,103.766687526556,Assumption English School
